"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,10,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,15,"VESSEL STRIKE","CLALLAM","WA","DEAD","FRESH DEAD PUP. SKULL AREA WAS PARTIALLY MISSING AND HAD BROKEN BONES. THERE WAS DARK BLOODY BRUISING AROUND THE HEAD AREA. THE SEAL WAS LOCATED ON THE PUBLIC BOAT RAMP, WHERE BOATS FREQUENTLY MANEUVER IN AND OUT OF THE WATER. THE BRUISING SUGGESTS THAT THE BLUNT FORCE TRAUMA OCCURRED PRIOR TO DEATH.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2022,11,16,"GILLNET FISHERY","ORANGE","CA","DEAD","DEAD SEAL WITH GILLNET ENTANGLEMENT AROUND NECK. FISH HOOKS ALSO FOUND IN GASTROINTESTINAL TRACT.","DEAD","NA",1,"Y","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2022,11,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2022,12,3,"GILLNET FISHERY","PIERCE","WA","DEAD","MODERATE DECOMPOSITION.  ADULT OBSERVED FLOATING AND COLLECTED FOR NECROPSY. GROSS BLOOD IN BACK OF MOUTH; RIGHT SIDE HAS HOLES IN SKIN, LEFT SIDE HAS NO HOLES; HOLES ON RIGHT SIDE HAVE NO TRACKING BUT HEMORRHAGING JUST BELOW SURFACE AND SOME SLIGHT DISCOLORATION; RIGHT FOREFLIPPER HAS REDDENING AND HEMORRHAGING; HEMORRHAGING AROUND FRONT OF HEAD. BASED ON INJURIES NOTED ON NECROPSY IS CONSISTENT WITH ENTANGLEMENT. TRAUMA -  HEMORRHAGE INTO BLUBBER WAS FAIR DIFFUSE ALONG HEAD , NECK AND BACK WHICH SEEM MORE CONSISTENT WITH BECOMING WRAPPED IN A LARGE NET.","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2022,12,24,"HARASSMENT","KITSAP","WA","SI","FRESH DEAD PUP REHAB PUP WITH TAG. THIS IS AN ANIMAL THAT STRANDED ON 21 AUG IN WEST SEATTLE DUE TO MALNUTRITION AND MATERNAL SEPARATION. THE ANIMAL DID WELL IN CARE, BEGAN EATING RIGHT AWAY AND WAS RELEASED ON 2 NOV NEAR ORCHARD ROCKS - FORT WARD UNDERWATER PARK.","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,12,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,12,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","OREGON - WASHINGTON COAST",2022,12,NA,"GILLNET FISHERY, TRIBAL","NA","NA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,1,25,"SHOOTING","ISLAND","WA","DEAD","FIRST OF TWO ANIMALS WITH HEAD AND FACE WOUNDS, WITHIN 100 YARDS OF EACH OTHER. SHOTGUN SHELLS  -  CASINGS FOUND NEARBY.","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,1,25,"SHOOTING","ISLAND","WA","DEAD","SECOND OF TWO ANIMALS WITH HEAD AND FACE WOUNDS, WITHIN 100 YARDS OF EACH OTHER. SHOTGUN SHELLS  -  CASINGS FOUND NEARBY.","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,1,25,"SHOOTING","ISLAND","WA","DEAD","SMALL HOLE IN THE BACK OF THE HEAD. RIBCAGE EXPOSED (FROM SCAVENGING?). NO OTHER EXTERNAL INJURIES NOTED.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2023,3,18,"HARASSMENT","MARIN","CA","SI","PUP WAS BEING BIRTHED WHILE PEOPLE WERE WATCHING AND THE MOM - PUP FELL INTO WATER DURING BIRTH. PUP WAS RIDING ON HER BACK AND ANIMAL WENT UNDER WATER, OTHER ANIMAL TRIED TO SHOW PUP HOW TO GET ON DOCK. HARASSED - MEMBERS OF THE PUBLIC ATTEMPTED TO BRING ANIMAL OUT OF WATER WITH BOARDS, KAYAKERS ENTERING AND EXITING WATER WITHIN A FEW FEET OF THE ANIMAL.","SI","P16",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2023,3,18,"HARASSMENT","SAN LUIS OBISPO","CA","SI","MODERATELY UNDERWEIGHT, SEVERAL MILLIMETERS OF UMBILICAL STUMP NOTED. HARASSED - PHOTOS OF PEOPLE ONLY FEET FROM THE ANIMAL. BAD LOCATION - ANIMAL WAS IN A KAYAK, TOLD IT WAS HANDLED PUBLIC AND MOVED TO FRESH WATER SOURCE.","SI","P16",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2023,4,1,"HARASSMENT","MENDOCINO","CA","SI","ALERT, MODERATELY UNDERWEIGHT. 100% LANUGO PRESENT. UNAUTHORIZED PICKUP - ANIMAL WAS PICKED UP MY MEMBER OF PUBLIC (MBA BIOLOGIST) AND HAD ANIMAL IN THE CAR. ANIMAL BROUGHT BACK TO BEACH DESPITE DIRECTIVE TO STAY WHERE THEY WERE. BAD LOCATION - PEOPLE PRESENT. BODY FROZEN FOR WET LAB AT A LATER DATE.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,5,19,"MARINE DEBRIS","KING","WA","SI","CONSTRICTING UNIDENTIFIED MATERIAL AROUND THE NECK OF THE ANIMAL. LOCATION DID NOT FACILITATE CAPTURE OR RESCUE. 47.3417, -122.3404.","SI","P8A",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2023,6,1,"HOOK AND LINE FISHERY","ORANGE","CA","SI","ADULT FEMALE HARBOR SEAL IN EMACIATED CONDITION LIVE STRANDED ON JUNE 1ST. RESCUE TEAM RESPONDED. ANIMAL WAS FOUND DECEASED ON THE BEACH. POSTMORTEM RADIOGRAPHS  IDENTIFIED FISHING HOOK WITHIN PERITONEAL CAVITY. PERITONEAL CAVITY CONTAINED LARGE AMOUNT OF PURULENT FLUID ASSOCIATED WITH GASTROINTESTINAL PERFORATION AND PERITONITIS SECONDARY TO FOREIGN BODY INGESTION; INTESTINES WERE PLICATED ASSOCIATED WITH LINEAR FOREIGN BODY; MONOFILAMENT ATTACHED TO FISHING HOOK.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2023,6,2,"HARASSMENT","GRAYS HARBOR","WA","SI","MEMBERS OF THE PUBLIC MOVING AN APPARENTLY HEALTHLY PUP, DRAGGING IT TO THE WATER BY HIND FLIPPERS.","SI","P16",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,6,4,"VESSEL STRIKE","KING","WA","DEAD","SHIP STRIKE. FRACTURED SKULL WITH EVIDENCE OF BLUNT FORCE TRAUMA TO BASE OF SKULL AND RIGHT AXILLARY REGION. NO EXTERNAL WOUNDS PRESENT. SUSPECT ANIMAL DIED ACUTELY FOLLOWING SHIPSTRIKE. 47.40966, -122.3369","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,6,13,"SALMON GILLNET FISHERY (WA)","THURSTON","WA","DEAD","CARCASS OPENED AT BELLY, SOME INTERNAL ORGANS PULLED OUT. LINE WRAPPED TIGHTLY AROUND HEAD AND BOTH FOREFLIPPERS AND ANCHORED TO A LOG UNDER WATER (SEAL AND LOG NOT VISIBLE AT HIGH TIDE). BUOY CLOSE BY (DOWN RIVER) THAT IS USED FOR SETTING SALMON NETS.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,7,1,"HARASSMENT","WHATCOM","WA","NSI","PUP MOVED TO ANOTHER BEACH DUE TO HARASSMENT FROM OFF-LEASH DOGS AND FIREWORKS. MATERNAL SEPARATION OF DEPENDENT PUP.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","HOOD CANAL",2023,7,2,"HARASSMENT","MASON","WA","NSI","PUP MOVED TO ANOTHER SITE DUE TO HUMAN ACTIVITY. MATERNAL SEPARATION OF DEPENDENT PUP.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,7,6,"DOG ATTACK","PIERCE","WA","NSI","DOG OWNERS REPORTED THAT THEIR PET HAD BITTEN A HAULED OUT SEAL IN THE HIND FLIPPERS AND PURSUED PUP INTO WATER. PUP WAS SEEN REUNITED WITH MOTHER IN THE WATER LATER. HOWEVER, EXTENT OF POTENTIAL INJURIES IS UNKNOWN, SO TREATING THIS AS A SERIOUS INJURY.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2023,7,9,"HOOK AND LINE FISHERY","SAN FRANCISCO","CA","SI","EMACIATED SEAL WITH LACERATION ON LOWER LEFT LIP DUE TO EMBEDDED FISH HOOK. ANIMAL WAS ENTANGLED IN NET AND CUT AWAY DURING RESCUE, DOESN'T APPEAR THAT WE RETAINED THE LINE. SERIOUS INJURY DUE TO HEALTH DECLINE AND LACK OF DETAILS ON RESCUE OUTCOME.","SI","P5A",1,"N","Y"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,7,16,"HARASSMENT","WHATCOM","WA","SI","PEOPLE TAKING PHOTOS WITH A DISTRESSED PUP ON BEACH DURING A LOW TIDE ON A HOT DAY. PUP NOT ABLE TO MOVE BACK TOWARDS WATER DUE TO PRESENCE OF PEOPLE. MATERNAL SEPARATION.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,7,28,"HOOK AND LINE FISHERY","KING","WA","SI","MONOFILAMENT COMING FROM MOUTH AND EXTENDING OFF FLOATING DOCK AND INTO WATER. NO HOOK - GEAR SEEN AT MOUTH SO PRESUMED INGESTED HOOK.","SI","P5A",1,"N","Y"
NA,"HARBOR SEAL","HOOD CANAL",2023,7,29,"HARASSMENT","KITSAP","WA","SI","NEWBORN DEPENDENT PUP ESTIMATED TO BE LESS THAN 12 HOURS OLD REMOVED FROM THE WATER BY A MEMBER OF THE PUBLIC. MATERNAL SEPARATION.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,3,"SHOOTING","THURSTON","WA","DEAD","SMALL HOLE (SUSPECTED GUNSHOT) RIGHT SIDE OF NECK, EYES BULGING. BLEEDING PROFUSELY FROM HEAD. PROBABLE GUNSHOT WOUND TO RIGHT SIDE OF NECK. VERY ROBUST ANIMAL, ACTIVE FISHING IN AREA AND HISTORY OF CONFIRMED SHOT SEALS THIS TIME OF YEAR IN THIS AREA.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,3,"GILLNET FISHERY, TRIBAL","KITSAP","WA","DEAD","INJURIES CONSISTENT WITH ENTANGLEMENT AND ACTIVE TRIBAL FISHING IN AREA. NO SPECIFIC DETAILS ON THIS CASE, OTHER THAN ALSO A POSSIBLE GUNSHOT WOUND.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,6,"MARINE DEBRIS","PIERCE","WA","NSI","PUP STUCK UNDER PIECE OF METAL AT BREAKWATER. RESPONDERS WERE ABLE TO FREE PUP.","NSI","P7B",0,"N","N"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,10,"GILLNET FISHERY","WHATCOM","WA","DEAD","FRESH DEAD PUP. CLEAN CUT BELOW FOREFLIPPERS, HEAD AND SPINAL COLUMN ALL THAT ARE AT SITE. MISSING ORGANS AND REST OF THE BODY.","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,12,"GILLNET FISHERY","SAN JUAN","WA","DEAD","FRESH DEAD. 2 FOOT LONG, CLEAN STRAIGHT CUT ALONG BELLY, INTESTINES FALLING OUT.","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,16,"UNIDENTIFIED HUMAN INTERACTION","KING","WA","DEAD","HEAD REMOVED AND HIND FLIPPERS TIED TOGETHER.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,23,"VESSEL STRIKE","CLALLAM","WA","DEAD","FRESH DEAD SEAL WITH MULTIPLE LACERATIONS ATTRIBUTED TO A VESSEL STRIKE. PHOTOS NEAR PORT ANGELES. REVIEWED BY CASCADIA RESEARCH COLLECTIVE.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","HOOD CANAL",2023,8,27,"GILLNET FISHERY","KITSAP","WA","DEAD","PUP IN GOOD OVERALL BODY CONDITION. APPEAR TO HAVE TRAUMA AROUND HEAD AND NOSE AND LINEAR IMPRESSION ON EYES, CONSISTENT WITH ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,28,"SHOOTING","THURSTON","WA","DEAD","TRACKING WOUND FROM BACK LEFT SIDE OF HEAD, THROUGH NECK, PROJECTILE FOUND LODGED IN BLUBBER STERNAL RIGHT FOREFLIPPER. SHATTERED BONE AND HEMORRHAGE ALONG TRACK.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2023,8,30,"GILLNET FISHERY","THURSTON","WA","DEAD","ROBUST ANIMAL WITH SLOUGHING FUR, EXPOSED SKIN BLACKENED AND SUNBURNED. SEVERE BRUISING AND EDEMA AROUND NECK AND SHOULDERS, SUSPECT ENTANGLEMENT. ACTIVE GILLNET FISHING IN AREA.","DEAD","NA",1,"Y","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
"DEAD","HARBOR SEAL","WASHINGTON NORTHERN INLAND WATERS",2023,8,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
